Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,13,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,14,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,16,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,17,2,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,18,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,22,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,23,2,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,24,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,26,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,35,1,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,36,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,37,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,40,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,58,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,65,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,F,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,3,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,7,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,9,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,14,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,15,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,20,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,26,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,28,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,29,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,30,3,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,31,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,32,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,34,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,35,1,1,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,38,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,40,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,42,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,64,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462038,M,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462044,M,61,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,F,32,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,F,73,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,M,9,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,M,56,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Bhopal,Huzur,462101,M,59,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Burhanpur,Nepanagar,450331,F,20,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471301,F,60,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,F,35,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,3,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,4,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,5,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,6,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,37,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,50,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,62,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471311,M,74,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,2,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,4,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,9,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,17,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,29,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,30,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,31,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,34,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,38,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,48,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,F,55,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,2,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,4,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,15,3,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,17,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,20,2,1,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,21,1,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,25,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,26,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,28,0,2,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,29,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,30,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,33,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,35,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,36,0,1,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bada-malhara,471313,M,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471001,M,16,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471001,M,21,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471001,M,43,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471301,F,22,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471301,F,40,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471301,M,12,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471301,M,20,1,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471301,M,50,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Bijawar,471318,F,13,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Gaurihar,471515,F,18,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Gaurihar,471515,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Gaurihar,471515,M,36,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Laundi,471515,M,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Nowgaon,471111,M,24,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471105,M,22,1,0,1,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471313,F,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,13,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,19,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,24,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,40,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,41,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,F,48,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,M,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,M,10,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,M,11,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,M,18,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,M,29,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,M,40,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhatarpur,Rajnagar,471625,M,55,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480001,M,70,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,5,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,11,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,30,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,33,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,36,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,44,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,66,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,F,73,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,M,2,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,M,5,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,M,6,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,M,17,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,M,19,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,M,33,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chaurai,480115,M,37,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480107,F,2,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480107,F,5,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480107,F,13,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480107,M,8,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480331,M,53,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,F,5,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,F,11,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,F,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,F,28,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,M,18,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,M,22,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,M,24,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,M,29,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,M,32,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,M,38,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480447,M,54,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,F,9,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,F,11,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,F,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,F,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,F,18,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,F,21,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,F,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,M,25,2,1,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,M,28,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480449,M,49,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,6,1,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,7,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,27,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,35,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,36,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,58,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,F,63,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,M,25,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,M,42,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,M,45,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,M,56,0,1,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Chhindwara,480557,M,64,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,6,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,7,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,11,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,12,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,13,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,14,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,15,2,0,0,2
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,16,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,18,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,20,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,21,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,24,2,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,31,2,0,0,1
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,32,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,39,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,43,1,0,0,0
Bank Of India,A3 Logics  India  Ltd,Madhya Pradesh,Chhindwara,Jamai,480551,F,46,1,0,0,0